Interval,Participation F1,Precision,Recall,Side F1,Price RMSE,Qty RMSE,Trades
09:15 - 10:30,0.4794089686048563,0.16393442622950818,0.0035124692658939235,0.0,0.004441727753008091,0.9635916919876166,10
10:30 - 11:30,0.5049240121580547,0.2857142857142857,0.01609657947686117,0.0,0.004819233801829929,1.038377641169708,16
11:30 - 12:30,0.48639005184821343,0.18095238095238095,0.015193922431027589,0.30303030303030304,0.006213586722787333,1.191419295778927,38
12:30 - 13:30,0.4734332017012335,0.03333333333333333,0.000782472613458529,0.0,0.009622805206429823,1.6129343287396312,2
13:30 - 14:30,0.4610128253225712,0.07239819004524888,0.004213853041875165,0.72,0.006579816000867681,0.8297600801560959,16
14:30 - 15:30,0.46374099054123796,0.5423728813559322,0.007866273352999017,0.7317073170731707,0.0038707097845849243,0.8863230964796057,32
