Interval,Participation F1,Precision,Recall,Side F1,Price RMSE,Qty RMSE,Trades
09:15 - 10:30,0.49752751635029513,0.9946107975381868,0.9954996648686605,0.6198884048001223,0.008163550782890156,1.7154750454469412,31190
10:30 - 11:30,0.49676491732566497,0.9872212080323836,0.9999196076855053,0.6756528556781859,0.007835056889318853,1.8831491757167216,24876
11:30 - 12:30,0.4977980639048912,0.9844116594424782,0.9979038174708752,0.6419088406240441,0.0035945850642368107,1.8798841011300735,24755
12:30 - 13:30,0.49666440298805575,0.9884719351248211,0.9982336411079887,0.6574178762414057,0.007461752688365634,1.8709300813685446,24866
13:30 - 14:30,0.4986571172784244,0.9948007620257183,0.9998404403845387,0.6438986024562889,0.00586578475583327,1.9051392223148491,25065
14:30 - 15:30,0.49893623367068973,0.9963865946632783,0.9993627782866701,0.640153100891095,0.013175331657947695,2.037716679831449,25093
