date,period,symbol,best_bid,best_ask,mid_price,spread,best_bid_depth,best_ask_depth,deep_bid_depth,deep_ask_depth,imbalance,skewness,kurtosis,volatility,row_total_qty,row_vwa_price,prop_participated,is_prop_buy,prop_price,prop_qty
23082019,0,JINDALPOLY,22220,22800,22510.0,580,50.0,11.0,75.0,82.0,0.639344262295082,0.14572811928863558,1.1194524227125642,0.0,0,0,False,,,
23082019,1,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,2,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,3,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,4,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,5,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,6,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,7,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,8,JINDALPOLY,22330,22800,22565.0,470,10.0,11.0,81.0,82.0,-0.047619047619047616,0.21886114353972835,1.1413747986219063,0.0,0,0,False,,,
23082019,9,JINDALPOLY,22335,22790,22562.5,455,45.0,21.0,116.0,60.0,0.36363636363636365,0.7683056162832251,1.935197245102712,0.0,0,0,True,True,22160,8
23082019,10,JINDALPOLY,22345,22790,22567.5,445,45.0,21.0,228.0,60.0,0.36363636363636365,1.4768471514095225,3.7537786638624393,0.0,0,0,True,True,22340,113
23082019,11,JINDALPOLY,22355,22790,22572.5,435,45.0,21.0,295.0,60.0,0.36363636363636365,1.8113216524610318,4.972011908813446,0.0,0,0,True,True,22350,77
23082019,12,JINDALPOLY,22365,22785,22575.0,420,29.0,45.0,279.0,124.0,-0.21621621621621623,0.8549212366812673,2.1192094823381393,0.0,0,0,True,True,22360,77
23082019,13,JINDALPOLY,22370,22785,22577.5,415,77.0,50.0,279.0,133.0,0.2125984251968504,0.779450146962972,1.9984717038248883,0.0,0,0,True,True,22370,77
23082019,14,JINDALPOLY,22370,22785,22577.5,415,77.0,50.0,176.0,133.0,0.2125984251968504,0.30080672292435934,1.4534971613752543,0.0,0,0,False,,,
23082019,15,JINDALPOLY,22365,22785,22575.0,420,29.0,50.0,100.0,133.0,-0.26582278481012656,-0.1964309755154144,1.3374647143722922,0.0,0,0,False,,,
23082019,16,JINDALPOLY,22365,22785,22575.0,420,29.0,50.0,100.0,133.0,-0.26582278481012656,-0.1964309755154144,1.3374647143722922,0.0,0,0,False,,,
23082019,17,JINDALPOLY,22330,22775,22552.5,445,10.0,74.0,1000.0,190.0,-0.7619047619047619,1.8455585727752462,4.425867937261248,0.0,0,0,True,False,22780,77
23082019,18,JINDALPOLY,22330,22775,22552.5,445,10.0,74.0,1000.0,190.0,-0.7619047619047619,1.8455585727752462,4.425867937261248,0.0,0,0,False,,,
23082019,19,JINDALPOLY,22330,22755,22542.5,425,10.0,74.0,1000.0,185.0,-0.7619047619047619,1.8822908712152422,4.56727950372611,0.0,0,0,True,False,22770,77
23082019,20,JINDALPOLY,22330,22755,22542.5,425,10.0,74.0,1000.0,185.0,-0.7619047619047619,1.8822908712152422,4.56727950372611,0.0,0,0,False,,,
23082019,21,JINDALPOLY,22330,22745,22537.5,415,10.0,74.0,1000.0,239.0,-0.7619047619047619,1.547520785884974,3.4124629765630186,0.0,0,0,True,False,22770,77
23082019,22,JINDALPOLY,22330,22745,22537.5,415,10.0,74.0,1000.0,239.0,-0.7619047619047619,1.547520785884974,3.4124629765630186,0.0,0,0,False,,,
23082019,23,JINDALPOLY,22335,22710,22522.5,375,45.0,106.0,1044.0,217.0,-0.40397350993377484,1.6872752409954646,3.9486044117376307,0.003076925504478467,2,22715.0,True,False,22745,77
23082019,24,JINDALPOLY,22335,22710,22522.5,375,45.0,106.0,1044.0,217.0,-0.40397350993377484,1.6872752409954646,3.9486044117376307,0.003076925504478467,0,0,False,,,
23082019,25,JINDALPOLY,22335,22705,22520.0,370,45.0,77.0,142.0,214.0,-0.26229508196721313,-0.4552882155680239,1.3218152424926173,0.003076925504478467,0,0,True,True,22230,8
23082019,26,JINDALPOLY,22335,22705,22520.0,370,45.0,77.0,142.0,214.0,-0.26229508196721313,-0.4552882155680239,1.3218152424926173,0.003076925504478467,0,0,False,,,
23082019,27,JINDALPOLY,22335,22705,22520.0,370,45.0,77.0,142.0,147.0,-0.26229508196721313,-0.07295277103638667,1.1499086900426254,0.003076925504478467,0,0,False,,,
23082019,28,JINDALPOLY,22335,22705,22520.0,370,45.0,77.0,142.0,147.0,-0.26229508196721313,-0.07295277103638667,1.1499086900426254,0.003076925504478467,0,0,False,,,
23082019,29,JINDALPOLY,22530,22700,22615.0,170,45.0,29.0,142.0,69.0,0.21621621621621623,-0.17074909373446265,1.6836771066077818,0.003076925504478467,0,0,True,True,22515,29
23082019,30,JINDALPOLY,22530,22700,22615.0,170,45.0,29.0,142.0,69.0,0.21621621621621623,-0.17074909373446265,1.6836771066077818,0.003076925504478467,0,0,False,,,
23082019,31,JINDALPOLY,22530,22700,22615.0,170,45.0,29.0,142.0,69.0,0.21621621621621623,-0.17074909373446265,1.6836771066077818,0.003076925504478467,0,0,False,,,
23082019,32,JINDALPOLY,22530,22700,22615.0,170,45.0,29.0,142.0,69.0,0.21621621621621623,-0.17074909373446265,1.6836771066077818,0.003076925504478467,0,0,False,,,
23082019,33,JINDALPOLY,22530,22700,22615.0,170,45.0,29.0,142.0,69.0,0.21621621621621623,-0.17074909373446265,1.6836771066077818,0.003076925504478467,0,0,False,,,
23082019,34,JINDALPOLY,22540,22695,22617.5,155,45.0,77.0,142.0,142.0,-0.26229508196721313,-0.5073357756248685,2.0328716324234706,0.003076925504478467,0,0,True,False,22930,29
23082019,35,JINDALPOLY,22540,22695,22617.5,155,45.0,77.0,142.0,142.0,-0.26229508196721313,-0.5073357756248685,2.0328716324234706,0.003076925504478467,0,0,False,,,
23082019,36,JINDALPOLY,22540,22695,22617.5,155,45.0,77.0,142.0,142.0,-0.26229508196721313,-0.5073357756248685,2.0328716324234706,0.003076925504478467,0,0,False,,,
23082019,37,JINDALPOLY,22540,22695,22617.5,155,45.0,3.0,142.0,73.0,0.875,-0.041295717847848794,1.6358365534723633,0.003076925504478467,0,0,False,,,
